chrom	start	end	snps	F2_POST.1:F2_PRE.1	F2_POST.1:F3_POST_A.1	F2_POST.1:F3_POST_B.1	F2_POST.1:F3_PRE_A.1	F2_POST.1:F3_PRE_B.1	F2_PRE.1:F3_POST_A.1	F2_PRE.1:F3_POST_B.1	F2_PRE.1:F3_PRE_A.1	F2_PRE.1:F3_PRE_B.1	F3_POST_A.1:F3_POST_B.1	F3_POST_A.1:F3_PRE_A.1	F3_POST_A.1:F3_PRE_B.1	F3_POST_B.1:F3_PRE_A.1	F3_POST_B.1:F3_PRE_B.1	F3_PRE_A.1:F3_PRE_B.1
tci2_wsi3.0_chr_1	1000001	1100000	10867	0.0140813	0.015142	0.0133121	0.0174187	0.0183723	0.0168844	0.0151492	0.0154451	0.0174958	0.00959385	0.0177462	0.0189355	0.0172182	0.0174026	0.0100334
tci2_wsi3.0_chr_1	1100001	1200000	11317	0.014849	0.0210497	0.0195578	0.0187664	0.0202514	0.0210079	0.0182643	0.0157294	0.0168359	0.014228	0.0229224	0.0229057	0.0199443	0.020737	0.0150544
tci2_wsi3.0_chr_1	1200001	1300000	8631	0.0193084	0.0207764	0.0195339	0.0157444	0.0154748	0.0184456	0.0187152	0.0155923	0.0170599	0.0128663	0.0207592	0.0195085	0.0185517	0.0181503	0.0108527
tci2_wsi3.0_chr_1	1300001	1400000	9947	0.0174745	0.0223101	0.0231756	0.019887	0.0198531	0.0189967	0.0202903	0.0231282	0.0239873	0.0121491	0.0230011	0.0228483	0.0224212	0.0239857	0.0138094
tci2_wsi3.0_chr_1	1400001	1500000	14418	0.0110233	0.0146168	0.0117403	0.013085	0.01379	0.0124683	0.011358	0.0113183	0.011445	0.00908623	0.0145218	0.0145588	0.0127114	0.0119093	0.00897017
tci2_wsi3.0_chr_1	1500001	1600000	8466	0.0137538	0.0131466	0.0136481	0.0165179	0.01792	0.0123679	0.0133718	0.0147274	0.0162517	0.00793376	0.0124941	0.0151767	0.0141628	0.0157124	0.012134
tci2_wsi3.0_chr_1	1600001	1700000	8104	0.0195314	0.0206232	0.0232348	0.0224807	0.0242864	0.0194903	0.0214105	0.0189026	0.0207607	0.0152207	0.019806	0.0212852	0.0244158	0.0241233	0.0154634
tci2_wsi3.0_chr_1	1700001	1800000	7526	0.0180298	0.0195947	0.0208695	0.0216097	0.0231024	0.0201506	0.0202471	0.0192096	0.0210287	0.0153463	0.0204947	0.0223664	0.0209605	0.0222093	0.0165664
tci2_wsi3.0_chr_1	1800001	1900000	6839	0.0221042	0.0240714	0.0212264	0.0222143	0.0224154	0.0215987	0.0167818	0.0199639	0.0207539	0.0174777	0.0230316	0.0222342	0.0199918	0.0229163	0.0159203
tci2_wsi3.0_chr_1	1900001	2000000	11870	0.0135586	0.0168031	0.0161286	0.0133409	0.0127119	0.0118235	0.0124829	0.0118068	0.0118284	0.00740228	0.0164143	0.0148745	0.0145533	0.0151281	0.00868657
tci2_wsi3.0_chr_1	2000001	2100000	11628	0.0177879	0.0197991	0.0188073	0.0229009	0.0206342	0.017717	0.0175544	0.018921	0.0197569	0.0123179	0.0182913	0.0216959	0.0200556	0.021511	0.0156516
tci2_wsi3.0_chr_1	2100001	2200000	8341	0.0152766	0.0156458	0.0183048	0.0156054	0.0213917	0.01407	0.0154861	0.0138684	0.0213381	0.0120407	0.0141106	0.0166047	0.0153829	0.0193722	0.0122982
tci2_wsi3.0_chr_1	2200001	2300000	10518	0.0240717	0.0244914	0.0206632	0.020862	0.0227545	0.0230823	0.019779	0.021236	0.0218547	0.0155073	0.0242761	0.0238046	0.0200217	0.0215969	0.0146023
tci2_wsi3.0_chr_1	2300001	2400000	8946	0.0109133	0.0106194	0.0105844	0.0113747	0.012945	0.01027	0.0104549	0.0106138	0.0113224	0.00883029	0.0132153	0.0123162	0.012677	0.0120957	0.0104086
tci2_wsi3.0_chr_1	2400001	2500000	13255	0.0144889	0.0148214	0.0153891	0.014149	0.0146579	0.0131459	0.0141181	0.0142834	0.0138031	0.0101597	0.0142738	0.0143014	0.0164518	0.0152649	0.00924758
tci2_wsi3.0_chr_1	2500001	2600000	14049	0.0142405	0.0148977	0.0153388	0.0146098	0.0140328	0.0137349	0.0131298	0.0145575	0.0149868	0.00913529	0.013934	0.0144073	0.0146121	0.013532	0.00931042
tci2_wsi3.0_chr_1	2600001	2700000	11200	0.0120778	0.0345836	0.0346637	0.0299902	0.029127	0.0285641	0.0306534	0.0248497	0.024278	0.00625013	0.0102111	0.0104015	0.0101276	0.0109525	0.00641549
tci2_wsi3.0_chr_1	2700001	2800000	8638	0.0220098	0.0256098	0.0254603	0.0226436	0.0234969	0.0221531	0.0224893	0.0196937	0.0228333	0.0177194	0.0227127	0.0229968	0.0203987	0.0217582	0.0155543
tci2_wsi3.0_chr_1	2800001	2900000	11500	0.0145883	0.0148626	0.0135284	0.0154028	0.0167787	0.0132833	0.0148458	0.0160225	0.01591	0.0106306	0.0145909	0.0163589	0.0159627	0.0171139	0.0125307
tci2_wsi3.0_chr_1	2900001	3000000	12913	0.0175866	0.0173498	0.017591	0.0188851	0.0189023	0.0189971	0.0181497	0.0146785	0.0163923	0.0106378	0.0181451	0.0204224	0.0197734	0.0206957	0.0133498
tci2_wsi3.0_chr_1	3000001	3100000	7950	0.017797	0.0199544	0.020443	0.0190642	0.0195673	0.0170306	0.0177048	0.0187276	0.0187921	0.0134822	0.0187456	0.0209192	0.0176184	0.0210704	0.0161163
tci2_wsi3.0_chr_1	3100001	3200000	8022	0.0205467	0.0227397	0.022946	0.0193775	0.023005	0.0219886	0.0234393	0.0183783	0.0241127	0.0165852	0.0211443	0.0233271	0.0193316	0.022595	0.0166166
tci2_wsi3.0_chr_1	3200001	3300000	10815	0.0138493	0.015393	0.0155063	0.0142082	0.0180996	0.0177286	0.0165633	0.0150831	0.0146364	0.0118535	0.0177917	0.0169344	0.0178848	0.0169694	0.0106698
tci2_wsi3.0_chr_1	3300001	3400000	8807	0.0162758	0.0150106	0.0147449	0.0166272	0.0206424	0.0159801	0.016312	0.015092	0.0187782	0.00958328	0.0160202	0.0192058	0.0168446	0.017488	0.013719
tci2_wsi3.0_chr_1	3400001	3500000	7126	0.017559	0.0175612	0.0193293	0.0181923	0.0191037	0.0143532	0.0159939	0.0157118	0.0167193	0.0121374	0.0178908	0.0170614	0.0186914	0.0173565	0.0123405
tci2_wsi3.0_chr_1	3500001	3600000	11672	0.0152915	0.0209647	0.0168539	0.0185725	0.0193904	0.0160049	0.0149743	0.0153612	0.0162985	0.0106327	0.0167285	0.017336	0.0168795	0.0173088	0.0128981
tci2_wsi3.0_chr_1	3600001	3700000	9025	0.0108205	0.011801	0.0137375	0.0146196	0.0137607	0.0104276	0.0111917	0.0110784	0.0129944	0.0062869	0.0102674	0.0114859	0.0115139	0.0130431	0.00903481
tci2_wsi3.0_chr_1	3700001	3800000	8370	0.019819	0.0234488	0.0228142	0.0220551	0.0253975	0.0203764	0.0198119	0.019693	0.0209061	0.01662	0.0214292	0.0230413	0.0200835	0.0199611	0.015518
tci2_wsi3.0_chr_1	3800001	3900000	4377	0.0219311	0.0215951	0.0251672	0.0252929	0.0234882	0.0206551	0.0249502	0.024562	0.0264654	0.0144617	0.0232918	0.0232611	0.0238671	0.0245192	0.0190119
tci2_wsi3.0_chr_1	3900001	4000000	6915	0.0195473	0.016715	0.0175613	0.0198284	0.0189669	0.0205389	0.0185429	0.0181655	0.0184317	0.014624	0.0189468	0.0205949	0.0209059	0.0183713	0.0170559
tci2_wsi3.0_chr_1	4000001	4100000	10610	0.0150379	0.0174118	0.0161655	0.0180875	0.0177844	0.0154406	0.014403	0.0148001	0.0163539	0.0102683	0.0158787	0.0168021	0.0155981	0.0154055	0.0121829
tci2_wsi3.0_chr_1	4100001	4200000	5470	0.0184463	0.0197539	0.0187507	0.0210874	0.021716	0.0237566	0.0180826	0.0201585	0.022852	0.0171792	0.0231758	0.0250533	0.021014	0.0225338	0.0189768
tci2_wsi3.0_chr_1	4200001	4300000	10295	0.0203708	0.0195104	0.0204266	0.0190314	0.0196572	0.0163079	0.0178564	0.0177645	0.0169027	0.0116877	0.0174401	0.0174235	0.0181815	0.0178567	0.0120258
tci2_wsi3.0_chr_1	4300001	4400000	10779	0.0165369	0.0179957	0.0205587	0.0193662	0.0200366	0.015141	0.0176403	0.0160369	0.0193413	0.012341	0.0178409	0.0197163	0.0204013	0.0219268	0.0137703
tci2_wsi3.0_chr_1	4400001	4500000	13484	0.0123202	0.0118405	0.014163	0.0127812	0.0145375	0.0128649	0.0107996	0.0125069	0.0118881	0.00821423	0.0138539	0.0141869	0.0132943	0.0135327	0.0095522
tci2_wsi3.0_chr_1	4500001	4600000	7834	0.0175763	0.0184778	0.0175653	0.0175176	0.0174862	0.0149423	0.0171879	0.0156464	0.0167121	0.0111751	0.0162346	0.016651	0.0152835	0.0161088	0.0111946
tci2_wsi3.0_chr_1	4600001	4700000	12611	0.015091	0.0167699	0.0179774	0.0169652	0.0172956	0.0155217	0.014634	0.016038	0.0158766	0.0095066	0.0153724	0.0168982	0.0154452	0.0165605	0.0111085
tci2_wsi3.0_chr_1	4700001	4800000	10074	0.0136922	0.0151759	0.0160903	0.0153379	0.0162866	0.0150973	0.0135618	0.0137085	0.0129597	0.00848363	0.0168467	0.0166905	0.0160401	0.0157666	0.0106572
tci2_wsi3.0_chr_1	4800001	4900000	10102	0.0176171	0.0203037	0.0209095	0.0204269	0.0177103	0.0165873	0.0161739	0.0177016	0.0167863	0.0134404	0.0191373	0.0166791	0.0189157	0.0201599	0.0169154
tci2_wsi3.0_chr_1	4900001	5000000	13566	0.0142491	0.0160127	0.0163882	0.0177434	0.0156356	0.0156046	0.0147081	0.0156054	0.0135773	0.00900859	0.0173593	0.0157464	0.0175196	0.0152342	0.0115185
tci2_wsi3.0_chr_1	5000001	5100000	10718	0.0141968	0.0153272	0.0134062	0.0148132	0.0140577	0.01521	0.0149255	0.0147225	0.014671	0.0108973	0.0160638	0.0152516	0.0155996	0.0160577	0.00903046
tci2_wsi3.0_chr_1	5100001	5200000	9983	0.0140188	0.0152805	0.0154763	0.0144647	0.0146493	0.0135495	0.0131792	0.0123558	0.0128702	0.00890533	0.0144728	0.0159013	0.0122269	0.0154498	0.00877291
tci2_wsi3.0_chr_1	5200001	5300000	8941	0.0143186	0.0175692	0.0177202	0.0170735	0.0189367	0.013977	0.0159681	0.0162522	0.0177224	0.0116819	0.0209595	0.0229515	0.019293	0.0195982	0.0130231
tci2_wsi3.0_chr_1	5300001	5400000	8868	0.0165562	0.017452	0.0162695	0.0170677	0.0177065	0.018918	0.0178261	0.0153316	0.017233	0.01059	0.0166538	0.0186435	0.0172972	0.0166661	0.0120869
tci2_wsi3.0_chr_1	5400001	5500000	10356	0.0134579	0.0162669	0.0138029	0.0145275	0.0145531	0.0164492	0.013936	0.0128036	0.0151595	0.01021	0.0175526	0.0153146	0.0141751	0.0141617	0.00916637
tci2_wsi3.0_chr_1	5500001	5600000	11276	0.0180131	0.0192495	0.0206013	0.0186481	0.019975	0.0172656	0.0176781	0.0189734	0.0180581	0.0137304	0.0190113	0.0185491	0.0204286	0.0208438	0.0142927
tci2_wsi3.0_chr_1	5600001	5700000	13567	0.0116225	0.0139769	0.0147281	0.0131878	0.0146383	0.0131183	0.0126314	0.0119135	0.012925	0.00922454	0.0136699	0.0144517	0.0141866	0.0134831	0.0103634
tci2_wsi3.0_chr_1	5700001	5800000	9070	0.0155302	0.0202293	0.0197751	0.0161233	0.015267	0.0180741	0.015799	0.0174428	0.0159874	0.0122854	0.018534	0.0189905	0.0178028	0.017524	0.0111436
tci2_wsi3.0_chr_1	5800001	5900000	12428	0.0129076	0.0125084	0.0131242	0.0143509	0.0147132	0.0119186	0.0111915	0.012327	0.0122326	0.00851295	0.0150095	0.0146187	0.0132626	0.0145259	0.00954328
tci2_wsi3.0_chr_1	5900001	6000000	8536	0.0194683	0.0224526	0.020579	0.0197122	0.0212774	0.020745	0.0180062	0.0179326	0.0193995	0.014182	0.0225035	0.0217123	0.0167934	0.0190922	0.0140731
tci2_wsi3.0_chr_1	6000001	6100000	13257	0.0148955	0.0167419	0.0170233	0.0152408	0.0162443	0.016487	0.0142458	0.0133527	0.0130901	0.0125885	0.017417	0.0171637	0.0166125	0.01603	0.00954145
tci2_wsi3.0_chr_1	6100001	6200000	9088	0.0164672	0.0190468	0.0176288	0.0192415	0.0196017	0.0184905	0.0175326	0.0160046	0.0172238	0.0128579	0.018912	0.018894	0.0185802	0.018937	0.01448
tci2_wsi3.0_chr_1	6200001	6300000	9125	0.0144734	0.0134413	0.0144326	0.0138269	0.0142488	0.0121538	0.0146734	0.0139246	0.0144026	0.00922772	0.0126732	0.0122038	0.0136425	0.0152178	0.0105041
tci2_wsi3.0_chr_1	6300001	6400000	8093	0.0174443	0.0175452	0.0188322	0.0178909	0.0182846	0.0180532	0.018474	0.0156269	0.0156765	0.0140518	0.0178954	0.018991	0.0144341	0.0171777	0.0117262
tci2_wsi3.0_chr_1	6400001	6500000	9325	0.00748698	0.00830377	0.00849187	0.00910322	0.00924253	0.00650242	0.00701305	0.00761306	0.00737159	0.00434148	0.00731723	0.00670884	0.00804609	0.00804013	0.00480995
tci2_wsi3.0_chr_1	6500001	6600000	11752	0.0131517	0.0156985	0.0144339	0.012983	0.0140749	0.0131992	0.0126146	0.013035	0.0127588	0.00934856	0.0165159	0.014456	0.0159182	0.0135493	0.010581
tci2_wsi3.0_chr_1	6600001	6700000	13501	0.00972243	0.0115846	0.011687	0.0125269	0.0119196	0.0111211	0.0107513	0.0119934	0.0112945	0.00764341	0.0127672	0.0121893	0.0120132	0.0124779	0.00814393
tci2_wsi3.0_chr_1	6700001	6800000	10275	0.0167478	0.0208014	0.0196929	0.0180193	0.0181383	0.0154558	0.0156109	0.0139474	0.0142576	0.0138982	0.0159929	0.0140506	0.016693	0.01422	0.0121864
tci2_wsi3.0_chr_1	6800001	6900000	5944	0.0233106	0.0224681	0.0219092	0.0226189	0.0217864	0.0247401	0.0226489	0.0241003	0.0243569	0.0159316	0.0226825	0.0226179	0.0224975	0.0231838	0.0175567
tci2_wsi3.0_chr_1	6900001	7000000	5179	0.0129345	0.0162066	0.0150387	0.0160669	0.0187205	0.017246	0.0159638	0.0169508	0.0175586	0.010052	0.0126399	0.0141307	0.0133497	0.0147026	0.0111731
tci2_wsi3.0_chr_1	7000001	7100000	8892	0.0172636	0.0179719	0.0181159	0.0203435	0.0200005	0.0205822	0.0191583	0.0193329	0.0199634	0.0137887	0.0184853	0.0191522	0.0156478	0.0170921	0.0149493
tci2_wsi3.0_chr_1	7100001	7200000	7310	0.014038	0.0167408	0.013994	0.0183412	0.0159982	0.017071	0.01636	0.0166767	0.015826	0.0101612	0.0157552	0.0173259	0.0173993	0.018753	0.0120897
tci2_wsi3.0_chr_1	7200001	7300000	13553	0.00730162	0.00726372	0.00718702	0.00777437	0.00738251	0.00478265	0.00558937	0.00617878	0.00685032	0.00247794	0.00792249	0.00666701	0.00739857	0.00720628	0.00311683
tci2_wsi3.0_chr_1	7300001	7400000	8707	0.0113823	0.0116511	0.0132609	0.0122662	0.0129417	0.0112327	0.0115933	0.00964729	0.0111173	0.00839868	0.00941595	0.0103031	0.0107392	0.0143077	0.00826266
tci2_wsi3.0_chr_1	7400001	7500000	10769	0.0133454	0.014872	0.0139399	0.0148678	0.0152781	0.0159236	0.0155334	0.015549	0.0149671	0.0103877	0.0142775	0.0153345	0.0143756	0.0147808	0.010062
tci2_wsi3.0_chr_1	7500001	7600000	4287	0.0190674	0.0230021	0.0211158	0.0239085	0.0214274	0.0191331	0.0205905	0.0165389	0.0206501	0.0127846	0.0204155	0.0223578	0.0191758	0.0207789	0.0176278
tci2_wsi3.0_chr_1	7600001	7700000	9261	0.0148844	0.014521	0.0158761	0.0138067	0.0167283	0.0159588	0.016462	0.017241	0.0172266	0.00942428	0.0163932	0.0159315	0.0163957	0.0173392	0.0107548
tci2_wsi3.0_chr_1	7700001	7800000	8686	0.0169721	0.0195914	0.0214087	0.0232262	0.0228224	0.0197843	0.0221377	0.0236642	0.0211797	0.0149016	0.0219955	0.0243136	0.0200662	0.0251582	0.0189495
tci2_wsi3.0_chr_1	7800001	7900000	10625	0.0125881	0.0151529	0.0160539	0.0167176	0.0153183	0.0117904	0.0144698	0.0114893	0.0126324	0.00966431	0.0139909	0.0143215	0.0152957	0.017034	0.0114437
tci2_wsi3.0_chr_1	7900001	8000000	11807	0.0122771	0.0141637	0.0121064	0.0129767	0.0143281	0.010562	0.0115113	0.0136734	0.0141602	0.00687018	0.0119434	0.0144616	0.0107151	0.0129818	0.00945145
tci2_wsi3.0_chr_1	8000001	8100000	12755	0.0151643	0.0161908	0.0151299	0.0148004	0.0163196	0.0127936	0.0115893	0.0128591	0.0137155	0.00809524	0.0131415	0.0148613	0.0120477	0.0131422	0.00995771
tci2_wsi3.0_chr_1	8100001	8200000	11843	0.0181824	0.0220408	0.0226006	0.0206454	0.0197441	0.0202151	0.0204915	0.0154522	0.0156258	0.0145549	0.0194105	0.0194194	0.018728	0.0185986	0.0127855
tci2_wsi3.0_chr_1	8200001	8300000	7734	0.0248155	0.0228914	0.0225786	0.021781	0.0240087	0.0264902	0.0276534	0.0241803	0.0250919	0.0193762	0.0257935	0.024971	0.0238032	0.0236927	0.0174546
tci2_wsi3.0_chr_1	8300001	8400000	12737	0.0143137	0.0149198	0.0160556	0.0160049	0.0174824	0.0120073	0.0150341	0.0150174	0.0152649	0.0110002	0.0142726	0.014963	0.0154997	0.0170821	0.00963231
tci2_wsi3.0_chr_1	8400001	8500000	13235	0.016386	0.0168156	0.0165801	0.0140112	0.0138878	0.0148093	0.0151133	0.0146385	0.0137384	0.0106583	0.0156498	0.0143199	0.0159738	0.0148709	0.00825098
tci2_wsi3.0_chr_1	8500001	8600000	11765	0.00766085	0.0100664	0.00791742	0.0100287	0.0103691	0.00938159	0.00819467	0.00939022	0.00971969	0.00548843	0.0109864	0.0109666	0.0095788	0.00968448	0.00708377
tci2_wsi3.0_chr_1	8600001	8700000	13584	0.0135932	0.0133576	0.0136404	0.0138201	0.0149839	0.0129101	0.0135466	0.012963	0.0142598	0.00868356	0.013455	0.0149787	0.0134128	0.0136817	0.0099148
tci2_wsi3.0_chr_1	8700001	8800000	8630	0.0215494	0.0242196	0.0226023	0.0204716	0.023628	0.0201352	0.0195334	0.0201443	0.0196505	0.0174263	0.0219185	0.0211292	0.0206796	0.0226343	0.016801
tci2_wsi3.0_chr_1	8800001	8900000	11957	0.018163	0.0186026	0.0190032	0.0183873	0.0185548	0.0183718	0.017802	0.0177077	0.0181532	0.0123495	0.0184003	0.017962	0.0174583	0.0155784	0.0130951
tci2_wsi3.0_chr_1	8900001	9000000	4818	0.0236983	0.0258121	0.0260043	0.0276443	0.0268791	0.0283927	0.0287824	0.0261624	0.0231998	0.0183666	0.0273389	0.0259788	0.0264125	0.0266231	0.02081
tci2_wsi3.0_chr_1	9000001	9100000	9599	0.0185201	0.0188162	0.0203117	0.017949	0.0194862	0.0170778	0.0174679	0.0184433	0.0165155	0.0132014	0.0153766	0.016953	0.0172254	0.0179047	0.0114686
tci2_wsi3.0_chr_1	9100001	9200000	8190	0.016517	0.0191433	0.0182722	0.0167526	0.0172505	0.0170392	0.0175225	0.017346	0.0167254	0.0131902	0.0177545	0.0197394	0.0163388	0.0179475	0.0129579
tci2_wsi3.0_chr_1	9200001	9300000	10317	0.01732	0.0185274	0.0192883	0.0193542	0.0191766	0.0182258	0.0164935	0.0177183	0.0172812	0.0124976	0.0172457	0.0173718	0.0178163	0.0171935	0.0120096
tci2_wsi3.0_chr_1	9300001	9400000	11509	0.0202344	0.0216527	0.0208213	0.0222873	0.0202986	0.0146153	0.0129554	0.0144543	0.0152574	0.00952891	0.0153211	0.0149707	0.0142981	0.0150608	0.0106894
tci2_wsi3.0_chr_1	9400001	9500000	12337	0.0174089	0.0212449	0.0198125	0.0201152	0.0214904	0.0184463	0.0156233	0.0186607	0.0187136	0.0129352	0.0197903	0.0202747	0.0185905	0.0201759	0.0152062
tci2_wsi3.0_chr_1	9500001	9600000	8104	0.019797	0.0172109	0.0146362	0.0195431	0.0185455	0.0171854	0.0165019	0.0184873	0.0181345	0.0112587	0.0188143	0.020658	0.0160292	0.0182337	0.0114302
tci2_wsi3.0_chr_1	9600001	9700000	9743	0.0204336	0.0204955	0.0208492	0.0230283	0.0230986	0.0210612	0.020834	0.0214548	0.0212197	0.0178078	0.0211966	0.0219449	0.0212352	0.023845	0.0153433
tci2_wsi3.0_chr_1	9700001	9800000	9973	0.0228815	0.0219498	0.0242616	0.0239501	0.0233646	0.0203323	0.0190552	0.0207224	0.0200989	0.015055	0.0194154	0.0223046	0.0179433	0.0189701	0.0156663
tci2_wsi3.0_chr_1	9800001	9900000	11824	0.017935	0.0195935	0.0190821	0.0202513	0.0204955	0.0181624	0.0182709	0.0211971	0.0190155	0.0129776	0.0209731	0.0201913	0.0211929	0.0208388	0.0155518
tci2_wsi3.0_chr_1	9900001	10000000	8350	0.0234566	0.024715	0.0254359	0.0266633	0.0281987	0.0233076	0.0237227	0.0235115	0.0246098	0.0171872	0.0250595	0.0235849	0.0236919	0.0251687	0.0152913
tci2_wsi3.0_chr_1	10000001	10100000	15922	0.00888285	0.0116586	0.0100403	0.0101482	0.0111575	0.00975645	0.00973388	0.00935683	0.0105289	0.00664354	0.0112958	0.0123625	0.0107819	0.0120357	0.0066322
tci2_wsi3.0_chr_1	10100001	10200000	13065	0.0131576	0.0129453	0.0139333	0.0142078	0.0139107	0.0138512	0.0153255	0.0147211	0.0142354	0.00952256	0.0137587	0.014078	0.013982	0.0133773	0.0105727
tci2_wsi3.0_chr_1	10200001	10300000	8885	0.0169078	0.0196676	0.019421	0.0201045	0.0187626	0.0178076	0.0160995	0.0175698	0.0166991	0.013418	0.0173328	0.0179711	0.0182021	0.0198352	0.0134364
tci2_wsi3.0_chr_1	10300001	10400000	13614	0.018471	0.0186929	0.0185458	0.0192876	0.0183538	0.0190823	0.0184038	0.0200192	0.0202557	0.012709	0.0197174	0.0201531	0.01999	0.0191187	0.0146079
tci2_wsi3.0_chr_1	10400001	10500000	9037	0.0205549	0.0207852	0.0214594	0.0192088	0.0189306	0.0185965	0.0186041	0.0171318	0.0177646	0.0116287	0.015336	0.0161244	0.0165379	0.0173426	0.0110825
tci2_wsi3.0_chr_1	10500001	10600000	13255	0.0109501	0.0135963	0.0142695	0.0132648	0.014239	0.0128597	0.0147602	0.0132218	0.0136258	0.0106904	0.0127387	0.0140826	0.0131656	0.013163	0.00884982
tci2_wsi3.0_chr_1	10600001	10700000	17525	0.0160399	0.0150927	0.0165095	0.0144677	0.0159119	0.0158237	0.0154908	0.0159589	0.0165723	0.0098773	0.0145023	0.0153219	0.0147827	0.0151362	0.0123362
tci2_wsi3.0_chr_1	10700001	10800000	10534	0.0162154	0.0182381	0.0206607	0.017083	0.0200627	0.0157876	0.0162809	0.016918	0.0166913	0.0135872	0.0162995	0.0158596	0.0168827	0.0182339	0.014239
tci2_wsi3.0_chr_1	10800001	10900000	10869	0.00831071	0.00822116	0.00847211	0.00950167	0.00973928	0.0075024	0.00767345	0.00744923	0.00706756	0.00470999	0.00823827	0.0082833	0.00827995	0.00899519	0.00705109
tci2_wsi3.0_chr_1	10900001	11000000	11786	0.0163202	0.0189709	0.0177315	0.0172486	0.0180537	0.0175505	0.0191266	0.0162278	0.0190801	0.013838	0.0202486	0.0213865	0.0175745	0.0188735	0.0134716
tci2_wsi3.0_chr_1	11000001	11100000	12690	0.0150852	0.0154449	0.015106	0.0177432	0.0170271	0.0146625	0.0154039	0.0167018	0.0152783	0.010559	0.0160285	0.0168569	0.0156094	0.0165829	0.0135752
tci2_wsi3.0_chr_1	11100001	11200000	15847	0.0113163	0.0132805	0.0125196	0.0122897	0.0122169	0.0100692	0.00978377	0.0111268	0.010755	0.0071835	0.0117464	0.0122549	0.0113368	0.011141	0.00773026
tci2_wsi3.0_chr_1	11200001	11300000	10960	0.0168793	0.0191926	0.0182056	0.0193877	0.0199492	0.017719	0.0166359	0.0176802	0.0187088	0.0134084	0.0204532	0.0200947	0.019539	0.0189632	0.0149595
tci2_wsi3.0_chr_1	11300001	11400000	14399	0.0156311	0.0160293	0.0161532	0.0158927	0.0163621	0.015064	0.015282	0.0142568	0.0154316	0.0100384	0.0151087	0.0169928	0.0150072	0.0159272	0.00977153
tci2_wsi3.0_chr_1	11400001	11500000	8653	0.0208163	0.0214175	0.0231382	0.0236671	0.0262766	0.0225059	0.0234277	0.0226203	0.0225421	0.0159072	0.0213546	0.0234452	0.0242282	0.0240914	0.0167716
tci2_wsi3.0_chr_1	11500001	11600000	12403	0.0151913	0.0169817	0.0163686	0.0172761	0.0164067	0.0148658	0.0146355	0.0143493	0.0149209	0.0090065	0.0180694	0.0179207	0.0160438	0.0185935	0.0120592
