chrom	start	end	snps	RS3.1:SINBRED.1
tci2_wsi3.0_chr_1	14800001	14900000	7268	0.22883
tci2_wsi3.0_chr_1	14900001	15000000	5432	0.21397
tci2_wsi3.0_chr_1	15000001	15100000	5121	0.220039
tci2_wsi3.0_chr_1	15100001	15200000	6115	0.213486
tci2_wsi3.0_chr_1	15200001	15300000	5450	0.196864
tci2_wsi3.0_chr_1	15300001	15400000	5020	0.230005
tci2_wsi3.0_chr_1	15400001	15500000	7345	0.226155
tci2_wsi3.0_chr_1	15500001	15600000	8228	0.177892
tci2_wsi3.0_chr_1	15600001	15700000	6575	0.206547
tci2_wsi3.0_chr_1	15700001	15800000	6095	0.209138
tci2_wsi3.0_chr_1	15800001	15900000	6294	0.249267
tci2_wsi3.0_chr_1	15900001	16000000	6926	0.238205
tci2_wsi3.0_chr_1	16000001	16100000	6640	0.216736
tci2_wsi3.0_chr_1	16100001	16200000	7898	0.18162
tci2_wsi3.0_chr_1	16200001	16300000	5116	0.17041
tci2_wsi3.0_chr_1	16300001	16400000	5739	0.197218
tci2_wsi3.0_chr_1	16400001	16500000	4745	0.198022
tci2_wsi3.0_chr_1	16500001	16600000	1527	0.183857
tci2_wsi3.0_chr_1	16600001	16700000	3826	0.198207
tci2_wsi3.0_chr_1	16700001	16800000	3774	0.193912
tci2_wsi3.0_chr_1	16800001	16900000	3811	0.209121
tci2_wsi3.0_chr_1	16900001	17000000	7748	0.218221
tci2_wsi3.0_chr_1	17000001	17100000	6937	0.204343
tci2_wsi3.0_chr_1	17100001	17200000	7693	0.219567
tci2_wsi3.0_chr_1	17200001	17300000	4535	0.148442
tci2_wsi3.0_chr_1	17300001	17400000	6015	0.189152
tci2_wsi3.0_chr_1	17400001	17500000	2682	0.191918
tci2_wsi3.0_chr_1	17500001	17600000	3987	0.159386
tci2_wsi3.0_chr_1	17600001	17700000	8479	0.241353
tci2_wsi3.0_chr_1	17700001	17800000	7304	0.218589
tci2_wsi3.0_chr_1	17800001	17900000	4681	0.225965
tci2_wsi3.0_chr_1	17900001	18000000	4933	0.201803
tci2_wsi3.0_chr_1	18000001	18100000	6584	0.239484
tci2_wsi3.0_chr_1	18100001	18200000	9971	0.221505
tci2_wsi3.0_chr_1	18200001	18300000	7365	0.208508
tci2_wsi3.0_chr_1	18300001	18400000	7693	0.204212
tci2_wsi3.0_chr_1	18400001	18500000	9395	0.206806
tci2_wsi3.0_chr_1	18500001	18600000	8373	0.199273
tci2_wsi3.0_chr_1	18600001	18700000	3201	0.21149
tci2_wsi3.0_chr_1	18700001	18800000	5593	0.216881
tci2_wsi3.0_chr_1	18800001	18900000	6515	0.199972
tci2_wsi3.0_chr_1	18900001	19000000	5268	0.127192
tci2_wsi3.0_chr_1	19000001	19100000	3275	0.1486
tci2_wsi3.0_chr_1	19100001	19200000	2393	0.106346
tci2_wsi3.0_chr_1	19200001	19300000	3609	0.171069
tci2_wsi3.0_chr_1	19300001	19400000	7403	0.187308
tci2_wsi3.0_chr_1	19400001	19500000	5662	0.131801
tci2_wsi3.0_chr_1	19500001	19600000	6937	0.19001
tci2_wsi3.0_chr_1	19600001	19700000	8275	0.228723
tci2_wsi3.0_chr_1	19700001	19800000	8679	0.23285
tci2_wsi3.0_chr_1	19800001	19900000	7581	0.168899
tci2_wsi3.0_chr_1	19900001	20000000	5723	0.195871
tci2_wsi3.0_chr_1	20000001	20100000	8315	0.197035
tci2_wsi3.0_chr_1	20100001	20200000	4898	0.239253
tci2_wsi3.0_chr_1	20200001	20300000	5190	0.217219
tci2_wsi3.0_chr_1	20300001	20400000	4466	0.166573
tci2_wsi3.0_chr_1	20400001	20500000	2079	0.119423
tci2_wsi3.0_chr_1	20500001	20600000	4161	0.167681
tci2_wsi3.0_chr_1	20600001	20700000	4865	0.236111
tci2_wsi3.0_chr_1	20700001	20800000	7406	0.208158
tci2_wsi3.0_chr_1	20800001	20900000	5786	0.192237
tci2_wsi3.0_chr_1	20900001	21000000	5472	0.236511
tci2_wsi3.0_chr_1	21000001	21100000	4811	0.194709
tci2_wsi3.0_chr_1	21100001	21200000	8136	0.19876
tci2_wsi3.0_chr_1	21200001	21300000	4575	0.220907
tci2_wsi3.0_chr_1	21300001	21400000	5817	0.236989
tci2_wsi3.0_chr_1	21400001	21500000	2976	0.257489
tci2_wsi3.0_chr_1	21500001	21600000	3677	0.147585
tci2_wsi3.0_chr_1	21600001	21700000	7043	0.187701
tci2_wsi3.0_chr_1	21700001	21800000	6402	0.204862
tci2_wsi3.0_chr_1	21800001	21900000	3810	0.23891
tci2_wsi3.0_chr_1	21900001	22000000	9017	0.2201
tci2_wsi3.0_chr_1	22000001	22100000	6016	0.212527
tci2_wsi3.0_chr_1	22100001	22200000	3915	0.205452
tci2_wsi3.0_chr_1	22200001	22300000	5933	0.218967
tci2_wsi3.0_chr_1	22300001	22400000	7309	0.214457
tci2_wsi3.0_chr_1	22400001	22500000	4970	0.199291
tci2_wsi3.0_chr_1	22500001	22600000	6614	0.19182
tci2_wsi3.0_chr_1	22600001	22700000	8806	0.198529
tci2_wsi3.0_chr_1	22700001	22800000	6692	0.200478
tci2_wsi3.0_chr_1	22800001	22900000	7196	0.200806
tci2_wsi3.0_chr_1	22900001	23000000	8866	0.211771
tci2_wsi3.0_chr_1	23000001	23100000	4714	0.238248
tci2_wsi3.0_chr_1	23100001	23200000	3835	0.256781
tci2_wsi3.0_chr_1	23200001	23300000	6521	0.282716
tci2_wsi3.0_chr_1	23300001	23400000	6217	0.199212
tci2_wsi3.0_chr_1	23400001	23500000	7720	0.195885
tci2_wsi3.0_chr_1	23500001	23600000	5730	0.211309
tci2_wsi3.0_chr_1	23600001	23700000	4463	0.213262
tci2_wsi3.0_chr_1	23700001	23800000	4702	0.218606
tci2_wsi3.0_chr_1	23800001	23900000	5366	0.231454
tci2_wsi3.0_chr_1	23900001	24000000	8301	0.230257
tci2_wsi3.0_chr_1	24000001	24100000	5842	0.205536
tci2_wsi3.0_chr_1	24100001	24200000	6019	0.173688
tci2_wsi3.0_chr_1	24200001	24300000	4729	0.221254
tci2_wsi3.0_chr_1	24300001	24400000	7127	0.207221
tci2_wsi3.0_chr_1	24400001	24500000	5305	0.180805
tci2_wsi3.0_chr_1	24500001	24600000	5370	0.225572
tci2_wsi3.0_chr_1	24600001	24700000	5154	0.161268
tci2_wsi3.0_chr_1	24700001	24800000	3522	0.169864
tci2_wsi3.0_chr_1	24800001	24900000	4111	0.197
tci2_wsi3.0_chr_1	24900001	25000000	6339	0.250211
tci2_wsi3.0_chr_1	25000001	25100000	7062	0.182488
tci2_wsi3.0_chr_1	25100001	25200000	6707	0.21097
tci2_wsi3.0_chr_1	25200001	25300000	5321	0.222368
tci2_wsi3.0_chr_1	25300001	25400000	6941	0.180555
tci2_wsi3.0_chr_1	25400001	25500000	7359	0.220641
tci2_wsi3.0_chr_1	25500001	25600000	6799	0.209768
tci2_wsi3.0_chr_1	25600001	25700000	6558	0.202728
tci2_wsi3.0_chr_1	25700001	25800000	7720	0.196139
tci2_wsi3.0_chr_1	25800001	25900000	5903	0.181223
tci2_wsi3.0_chr_1	25900001	26000000	6176	0.207184
tci2_wsi3.0_chr_1	26000001	26100000	6488	0.178765
tci2_wsi3.0_chr_1	26100001	26200000	6178	0.232527
tci2_wsi3.0_chr_1	26200001	26300000	7617	0.218729
tci2_wsi3.0_chr_1	26300001	26400000	7302	0.182174
tci2_wsi3.0_chr_1	26400001	26500000	6768	0.218285
tci2_wsi3.0_chr_1	26500001	26600000	8320	0.191651
tci2_wsi3.0_chr_1	26600001	26700000	5575	0.175318
tci2_wsi3.0_chr_1	26700001	26800000	3413	0.222115
tci2_wsi3.0_chr_1	26800001	26900000	4708	0.222421
tci2_wsi3.0_chr_1	26900001	27000000	7629	0.239935
tci2_wsi3.0_chr_1	27000001	27100000	5142	0.230505
tci2_wsi3.0_chr_1	27100001	27200000	5863	0.235899
tci2_wsi3.0_chr_1	27200001	27300000	5229	0.17524
tci2_wsi3.0_chr_1	27300001	27400000	7118	0.221085
tci2_wsi3.0_chr_1	27400001	27500000	6058	0.226195
tci2_wsi3.0_chr_1	27500001	27600000	3020	0.119558
tci2_wsi3.0_chr_1	27600001	27700000	6762	0.186579
tci2_wsi3.0_chr_1	27700001	27800000	5368	0.213048
tci2_wsi3.0_chr_1	27800001	27900000	5722	0.212766
tci2_wsi3.0_chr_1	27900001	28000000	3967	0.191755
tci2_wsi3.0_chr_1	28000001	28100000	6178	0.1596
tci2_wsi3.0_chr_1	28100001	28200000	7116	0.206143
tci2_wsi3.0_chr_1	28200001	28300000	6831	0.203551
tci2_wsi3.0_chr_1	28300001	28400000	6348	0.225382
tci2_wsi3.0_chr_1	28400001	28500000	7607	0.202129
tci2_wsi3.0_chr_1	28500001	28600000	4670	0.216886
tci2_wsi3.0_chr_1	28600001	28700000	8868	0.212811
tci2_wsi3.0_chr_1	28700001	28800000	7295	0.185603
tci2_wsi3.0_chr_1	28800001	28900000	6297	0.198631
tci2_wsi3.0_chr_1	28900001	29000000	4817	0.223135
tci2_wsi3.0_chr_1	29000001	29100000	6684	0.164561
tci2_wsi3.0_chr_1	29100001	29200000	4998	0.226401
tci2_wsi3.0_chr_1	29200001	29300000	6193	0.233292
tci2_wsi3.0_chr_1	29300001	29400000	6139	0.180178
tci2_wsi3.0_chr_1	29400001	29500000	3582	0.0721475
tci2_wsi3.0_chr_1	29500001	29600000	5720	0.172484
tci2_wsi3.0_chr_1	29600001	29700000	7734	0.205934
tci2_wsi3.0_chr_1	29700001	29800000	8913	0.216269
tci2_wsi3.0_chr_1	29800001	29900000	7097	0.231256
tci2_wsi3.0_chr_1	29900001	30000000	6840	0.190816
tci2_wsi3.0_chr_1	30000001	30100000	8794	0.196283
tci2_wsi3.0_chr_1	30100001	30200000	7493	0.194346
tci2_wsi3.0_chr_1	30200001	30300000	8573	0.189258
tci2_wsi3.0_chr_1	30300001	30400000	6714	0.196975
tci2_wsi3.0_chr_1	30400001	30500000	8122	0.1928
tci2_wsi3.0_chr_1	30500001	30600000	1950	0.112586
tci2_wsi3.0_chr_1	30600001	30700000	3097	0.104665
tci2_wsi3.0_chr_1	30700001	30800000	6363	0.165738
tci2_wsi3.0_chr_1	30800001	30900000	5214	0.21537
tci2_wsi3.0_chr_1	30900001	31000000	6038	0.19193
tci2_wsi3.0_chr_1	31000001	31100000	7979	0.192041
tci2_wsi3.0_chr_1	31100001	31200000	7530	0.220887
tci2_wsi3.0_chr_1	31200001	31300000	8666	0.220494
tci2_wsi3.0_chr_1	31300001	31400000	7697	0.208269
tci2_wsi3.0_chr_1	31400001	31500000	5489	0.179494
tci2_wsi3.0_chr_1	31500001	31600000	4570	0.149177
tci2_wsi3.0_chr_1	31600001	31700000	3611	0.214991
tci2_wsi3.0_chr_1	31700001	31800000	5451	0.183751
tci2_wsi3.0_chr_1	31800001	31900000	4718	0.135337
tci2_wsi3.0_chr_1	31900001	32000000	4085	0.15769
tci2_wsi3.0_chr_1	32000001	32100000	4643	0.172764
tci2_wsi3.0_chr_1	32100001	32200000	5015	0.193307
tci2_wsi3.0_chr_1	32200001	32300000	5666	0.201546
tci2_wsi3.0_chr_1	32300001	32400000	6057	0.227096
tci2_wsi3.0_chr_1	32400001	32500000	6262	0.15042
tci2_wsi3.0_chr_1	32500001	32600000	4182	0.217406
tci2_wsi3.0_chr_1	32600001	32700000	4971	0.193417
tci2_wsi3.0_chr_1	32700001	32800000	5841	0.174437
tci2_wsi3.0_chr_1	32800001	32900000	7884	0.225728
tci2_wsi3.0_chr_1	32900001	33000000	5003	0.21812
tci2_wsi3.0_chr_1	33000001	33100000	7393	0.201089
tci2_wsi3.0_chr_1	33100001	33200000	7168	0.211269
tci2_wsi3.0_chr_1	33200001	33300000	6549	0.240469
tci2_wsi3.0_chr_1	33300001	33400000	7171	0.199399
tci2_wsi3.0_chr_1	33400001	33500000	4256	0.235195
tci2_wsi3.0_chr_1	33500001	33600000	3382	0.143125
tci2_wsi3.0_chr_1	33600001	33700000	2966	0.15709
tci2_wsi3.0_chr_1	33700001	33800000	8192	0.245062
tci2_wsi3.0_chr_1	33800001	33900000	5236	0.29657
tci2_wsi3.0_chr_1	33900001	34000000	5129	0.253492
tci2_wsi3.0_chr_1	34000001	34100000	6498	0.220935
tci2_wsi3.0_chr_1	34100001	34200000	6271	0.26809
tci2_wsi3.0_chr_1	34200001	34300000	3385	0.244331
tci2_wsi3.0_chr_1	34300001	34400000	4391	0.191729
tci2_wsi3.0_chr_1	34400001	34500000	6952	0.154884
tci2_wsi3.0_chr_1	34500001	34600000	8953	0.217999
tci2_wsi3.0_chr_1	34600001	34700000	6515	0.229235
tci2_wsi3.0_chr_1	34700001	34800000	5206	0.176439
tci2_wsi3.0_chr_1	34800001	34900000	4352	0.200805
tci2_wsi3.0_chr_1	34900001	35000000	3453	0.202664
tci2_wsi3.0_chr_1	35000001	35100000	4381	0.212854
tci2_wsi3.0_chr_1	35100001	35200000	3081	0.33593
tci2_wsi3.0_chr_1	35200001	35300000	2675	0.219766
tci2_wsi3.0_chr_1	35300001	35400000	4171	0.166645
tci2_wsi3.0_chr_1	35400001	35500000	2789	0.197629
tci2_wsi3.0_chr_1	35500001	35600000	7048	0.313205
tci2_wsi3.0_chr_1	35600001	35700000	6343	0.218399
tci2_wsi3.0_chr_1	35700001	35800000	6769	0.197056
tci2_wsi3.0_chr_1	35800001	35900000	7747	0.193719
tci2_wsi3.0_chr_1	35900001	36000000	7610	0.18268
tci2_wsi3.0_chr_1	36000001	36100000	4679	0.194444
tci2_wsi3.0_chr_1	36100001	36200000	4894	0.176867
tci2_wsi3.0_chr_1	36200001	36300000	8726	0.195233
tci2_wsi3.0_chr_1	36300001	36400000	7859	0.174473
tci2_wsi3.0_chr_1	36400001	36500000	9958	0.19557
tci2_wsi3.0_chr_1	36500001	36600000	7407	0.190029
tci2_wsi3.0_chr_1	36600001	36700000	7716	0.205263
tci2_wsi3.0_chr_1	36700001	36800000	8310	0.184058
tci2_wsi3.0_chr_1	36800001	36900000	7214	0.205351
tci2_wsi3.0_chr_1	36900001	37000000	4764	0.18987
tci2_wsi3.0_chr_1	37000001	37100000	5835	0.153001
tci2_wsi3.0_chr_1	37100001	37200000	7887	0.187312
tci2_wsi3.0_chr_1	37200001	37300000	8667	0.15405
tci2_wsi3.0_chr_1	37300001	37400000	4272	0.122969
tci2_wsi3.0_chr_1	37400001	37500000	4059	0.116195
tci2_wsi3.0_chr_1	37500001	37600000	4272	0.0882163
tci2_wsi3.0_chr_1	37600001	37700000	5044	0.163083
tci2_wsi3.0_chr_1	37700001	37800000	7210	0.18719
tci2_wsi3.0_chr_1	37800001	37900000	3420	0.20099
tci2_wsi3.0_chr_1	37900001	38000000	2220	0.150486
tci2_wsi3.0_chr_1	38000001	38100000	5086	0.181661
tci2_wsi3.0_chr_1	38100001	38200000	5691	0.201221
tci2_wsi3.0_chr_1	38200001	38300000	9513	0.242768
tci2_wsi3.0_chr_1	38300001	38400000	5168	0.178926
tci2_wsi3.0_chr_1	38400001	38500000	4767	0.230792
tci2_wsi3.0_chr_1	38500001	38600000	7555	0.236043
tci2_wsi3.0_chr_1	38600001	38700000	6819	0.209148
tci2_wsi3.0_chr_1	38700001	38800000	5498	0.175691
tci2_wsi3.0_chr_1	38800001	38900000	7932	0.180619
tci2_wsi3.0_chr_1	38900001	39000000	9179	0.179864
tci2_wsi3.0_chr_1	39000001	39100000	5994	0.186452
tci2_wsi3.0_chr_1	39100001	39200000	6418	0.201178
tci2_wsi3.0_chr_1	39200001	39300000	7154	0.187263
tci2_wsi3.0_chr_1	39300001	39400000	3795	0.186721
tci2_wsi3.0_chr_1	39400001	39500000	5755	0.20753
tci2_wsi3.0_chr_1	39500001	39600000	8321	0.19454
tci2_wsi3.0_chr_1	39600001	39700000	6852	0.208825
tci2_wsi3.0_chr_1	39700001	39800000	7534	0.101045
tci2_wsi3.0_chr_1	39800001	39900000	6791	0.139245
tci2_wsi3.0_chr_1	39900001	40000000	8808	0.141265
tci2_wsi3.0_chr_1	40000001	40100000	7656	0.202687
tci2_wsi3.0_chr_1	40100001	40200000	4770	0.217522
tci2_wsi3.0_chr_1	40200001	40300000	5977	0.235284
tci2_wsi3.0_chr_1	40300001	40400000	5848	0.152349
tci2_wsi3.0_chr_1	40400001	40500000	9938	0.156505
tci2_wsi3.0_chr_1	40500001	40600000	8692	0.187428
tci2_wsi3.0_chr_1	40600001	40700000	4108	0.209298
tci2_wsi3.0_chr_1	40700001	40800000	5956	0.215915
tci2_wsi3.0_chr_1	40800001	40900000	5599	0.208642
tci2_wsi3.0_chr_1	40900001	41000000	5272	0.167832
tci2_wsi3.0_chr_1	41000001	41100000	4167	0.146704
tci2_wsi3.0_chr_1	41100001	41200000	4691	0.192495
tci2_wsi3.0_chr_1	41200001	41300000	6101	0.154219
tci2_wsi3.0_chr_1	41300001	41400000	6984	0.143467
tci2_wsi3.0_chr_1	41400001	41500000	6983	0.17193
tci2_wsi3.0_chr_1	41500001	41600000	7432	0.210413
tci2_wsi3.0_chr_1	41600001	41700000	6669	0.158495
tci2_wsi3.0_chr_1	41700001	41800000	5873	0.274713
tci2_wsi3.0_chr_1	41800001	41900000	6571	0.215887
tci2_wsi3.0_chr_1	41900001	42000000	6794	0.118326
tci2_wsi3.0_chr_1	42000001	42100000	7025	0.157017
tci2_wsi3.0_chr_1	42100001	42200000	4824	0.0893761
tci2_wsi3.0_chr_1	42200001	42300000	7817	0.255878
tci2_wsi3.0_chr_1	42300001	42400000	5703	0.308843
tci2_wsi3.0_chr_1	42400001	42500000	6424	0.159193
tci2_wsi3.0_chr_1	42500001	42600000	7001	0.142023
tci2_wsi3.0_chr_1	42600001	42700000	6131	0.201143
tci2_wsi3.0_chr_1	42700001	42800000	3580	0.298784
tci2_wsi3.0_chr_1	42800001	42900000	6814	0.156628
tci2_wsi3.0_chr_1	42900001	43000000	4342	0.254864
tci2_wsi3.0_chr_1	43000001	43100000	6347	0.22511
tci2_wsi3.0_chr_1	43100001	43200000	7877	0.241341
tci2_wsi3.0_chr_1	43200001	43300000	6662	0.181934
tci2_wsi3.0_chr_1	43300001	43400000	4850	0.255783
tci2_wsi3.0_chr_1	43400001	43500000	7357	0.204639
tci2_wsi3.0_chr_1	43500001	43600000	5283	0.198964
