chrom	start	end	snps	RS3.1:SINBRED.1
tci2_wsi3.0_chr_1	3400001	3500000	4635	0.0930475
tci2_wsi3.0_chr_1	3500001	3600000	7434	0.0861171
tci2_wsi3.0_chr_1	3600001	3700000	3286	0.0922288
tci2_wsi3.0_chr_1	3700001	3800000	4653	0.115808
tci2_wsi3.0_chr_1	3800001	3900000	3005	0.141627
tci2_wsi3.0_chr_1	3900001	4000000	4310	0.106086
tci2_wsi3.0_chr_1	4000001	4100000	5631	0.114335
tci2_wsi3.0_chr_1	4100001	4200000	3997	0.112439
tci2_wsi3.0_chr_1	4200001	4300000	6502	0.107301
tci2_wsi3.0_chr_1	4300001	4400000	6974	0.107172
tci2_wsi3.0_chr_1	4400001	4500000	6452	0.0997785
tci2_wsi3.0_chr_1	4500001	4600000	5523	0.120709
tci2_wsi3.0_chr_1	4600001	4700000	6616	0.0906929
tci2_wsi3.0_chr_1	4700001	4800000	5592	0.117286
tci2_wsi3.0_chr_1	4800001	4900000	7007	0.109085
tci2_wsi3.0_chr_1	4900001	5000000	8700	0.100166
tci2_wsi3.0_chr_1	5000001	5100000	6151	0.0956719
tci2_wsi3.0_chr_1	5100001	5200000	5097	0.0902671
tci2_wsi3.0_chr_1	5200001	5300000	5434	0.0846868
tci2_wsi3.0_chr_1	5300001	5400000	5488	0.0956234
tci2_wsi3.0_chr_1	5400001	5500000	5748	0.13258
tci2_wsi3.0_chr_1	5500001	5600000	6669	0.099404
tci2_wsi3.0_chr_1	5600001	5700000	7420	0.120747
tci2_wsi3.0_chr_1	5700001	5800000	5097	0.0904677
tci2_wsi3.0_chr_1	5800001	5900000	7338	0.0745516
tci2_wsi3.0_chr_1	5900001	6000000	4640	0.0852815
tci2_wsi3.0_chr_1	6000001	6100000	7852	0.0781899
tci2_wsi3.0_chr_1	6100001	6200000	4882	0.0997926
tci2_wsi3.0_chr_1	6200001	6300000	5264	0.0899937
tci2_wsi3.0_chr_1	6300001	6400000	5473	0.0941452
tci2_wsi3.0_chr_1	6400001	6500000	3756	0.0488133
tci2_wsi3.0_chr_1	6500001	6600000	6718	0.0734839
tci2_wsi3.0_chr_1	6600001	6700000	6350	0.0722026
tci2_wsi3.0_chr_1	6700001	6800000	5633	0.0808178
tci2_wsi3.0_chr_1	6800001	6900000	3904	0.126161
tci2_wsi3.0_chr_1	6900001	7000000	3045	0.141568
tci2_wsi3.0_chr_1	7000001	7100000	5152	0.223999
tci2_wsi3.0_chr_1	7100001	7200000	4843	0.0826458
tci2_wsi3.0_chr_1	7200001	7300000	4521	0.0596452
tci2_wsi3.0_chr_1	7300001	7400000	3841	0.0654329
tci2_wsi3.0_chr_1	7400001	7500000	5818	0.105291
tci2_wsi3.0_chr_1	7500001	7600000	3375	0.1419
tci2_wsi3.0_chr_1	7600001	7700000	5005	0.100465
tci2_wsi3.0_chr_1	7700001	7800000	6518	0.103725
tci2_wsi3.0_chr_1	7800001	7900000	7944	0.100681
tci2_wsi3.0_chr_1	7900001	8000000	6135	0.0700167
tci2_wsi3.0_chr_1	8000001	8100000	6418	0.103886
tci2_wsi3.0_chr_1	8100001	8200000	6764	0.090907
tci2_wsi3.0_chr_1	8200001	8300000	4629	0.101651
tci2_wsi3.0_chr_1	8300001	8400000	8267	0.0798631
tci2_wsi3.0_chr_1	8400001	8500000	7135	0.0974665
tci2_wsi3.0_chr_1	8500001	8600000	4578	0.100309
tci2_wsi3.0_chr_1	8600001	8700000	7792	0.111576
tci2_wsi3.0_chr_1	8700001	8800000	5800	0.138513
tci2_wsi3.0_chr_1	8800001	8900000	6786	0.13054
tci2_wsi3.0_chr_1	8900001	9000000	3196	0.0986651
tci2_wsi3.0_chr_1	9000001	9100000	6541	0.0977398
tci2_wsi3.0_chr_1	9100001	9200000	5097	0.0976637
tci2_wsi3.0_chr_1	9200001	9300000	6756	0.0894326
tci2_wsi3.0_chr_1	9300001	9400000	7090	0.0754121
tci2_wsi3.0_chr_1	9400001	9500000	7262	0.0983663
tci2_wsi3.0_chr_1	9500001	9600000	4249	0.0962213
tci2_wsi3.0_chr_1	9600001	9700000	5396	0.108074
tci2_wsi3.0_chr_1	9700001	9800000	5582	0.11071
tci2_wsi3.0_chr_1	9800001	9900000	7854	0.108901
tci2_wsi3.0_chr_1	9900001	10000000	4602	0.115829
tci2_wsi3.0_chr_1	10000001	10100000	6513	0.0705639
tci2_wsi3.0_chr_1	10100001	10200000	5863	0.112812
tci2_wsi3.0_chr_1	10200001	10300000	4486	0.10419
tci2_wsi3.0_chr_1	10300001	10400000	8568	0.0787564
tci2_wsi3.0_chr_1	10400001	10500000	6000	0.079436
tci2_wsi3.0_chr_1	10500001	10600000	7082	0.0702647
tci2_wsi3.0_chr_1	10600001	10700000	11026	0.0733312
tci2_wsi3.0_chr_1	10700001	10800000	7255	0.069838
tci2_wsi3.0_chr_1	10800001	10900000	3386	0.0486837
tci2_wsi3.0_chr_1	10900001	11000000	7334	0.0773345
tci2_wsi3.0_chr_1	11000001	11100000	6740	0.0706298
tci2_wsi3.0_chr_1	11100001	11200000	8643	0.0829039
tci2_wsi3.0_chr_1	11200001	11300000	5889	0.0992019
tci2_wsi3.0_chr_1	11300001	11400000	7840	0.0730857
tci2_wsi3.0_chr_1	11400001	11500000	5928	0.113461
tci2_wsi3.0_chr_1	11500001	11600000	8394	0.0675306
tci2_wsi3.0_chr_1	11600001	11700000	5022	0.102185
tci2_wsi3.0_chr_1	11700001	11800000	6599	0.0967801
tci2_wsi3.0_chr_1	11800001	11900000	3888	0.122439
tci2_wsi3.0_chr_1	11900001	12000000	3133	0.202183
tci2_wsi3.0_chr_1	12000001	12100000	1770	0.117318
tci2_wsi3.0_chr_1	12100001	12200000	6572	0.124864
tci2_wsi3.0_chr_1	12200001	12300000	9363	0.107994
tci2_wsi3.0_chr_1	12300001	12400000	7388	0.090704
tci2_wsi3.0_chr_1	12400001	12500000	5172	0.0846686
tci2_wsi3.0_chr_1	12500001	12600000	6151	0.111582
tci2_wsi3.0_chr_1	12600001	12700000	6290	0.091621
tci2_wsi3.0_chr_1	12700001	12800000	5054	0.125979
tci2_wsi3.0_chr_1	12800001	12900000	5410	0.1425
tci2_wsi3.0_chr_1	12900001	13000000	6427	0.156889
tci2_wsi3.0_chr_1	13000001	13100000	5271	0.0988575
tci2_wsi3.0_chr_1	13100001	13200000	6894	0.0767662
tci2_wsi3.0_chr_1	13200001	13300000	6415	0.137253
tci2_wsi3.0_chr_1	13300001	13400000	6491	0.0939229
tci2_wsi3.0_chr_1	13400001	13500000	6313	0.116337
tci2_wsi3.0_chr_1	13500001	13600000	7019	0.102349
tci2_wsi3.0_chr_1	13600001	13700000	7135	0.152481
tci2_wsi3.0_chr_1	13700001	13800000	4708	0.157681
tci2_wsi3.0_chr_1	13800001	13900000	2379	0.140323
tci2_wsi3.0_chr_1	13900001	14000000	5673	0.121664
tci2_wsi3.0_chr_1	14000001	14100000	5856	0.143665
tci2_wsi3.0_chr_1	14100001	14200000	6566	0.125837
tci2_wsi3.0_chr_1	14200001	14300000	3501	0.167084
tci2_wsi3.0_chr_1	14300001	14400000	5704	0.140467
tci2_wsi3.0_chr_1	14400001	14500000	7436	0.160912
tci2_wsi3.0_chr_1	14500001	14600000	2700	0.296246
tci2_wsi3.0_chr_1	14600001	14700000	4101	0.133714
tci2_wsi3.0_chr_1	14700001	14800000	2426	0.161263
tci2_wsi3.0_chr_1	14800001	14900000	7268	0.131123
tci2_wsi3.0_chr_1	14900001	15000000	5432	0.107995
tci2_wsi3.0_chr_1	15000001	15100000	5121	0.107363
tci2_wsi3.0_chr_1	15100001	15200000	6115	0.092505
tci2_wsi3.0_chr_1	15200001	15300000	5450	0.166146
tci2_wsi3.0_chr_1	15300001	15400000	5020	0.127282
tci2_wsi3.0_chr_1	15400001	15500000	7345	0.133366
tci2_wsi3.0_chr_1	15500001	15600000	8228	0.078577
tci2_wsi3.0_chr_1	15600001	15700000	6575	0.122976
tci2_wsi3.0_chr_1	15700001	15800000	6095	0.166554
tci2_wsi3.0_chr_1	15800001	15900000	6294	0.226368
tci2_wsi3.0_chr_1	15900001	16000000	6926	0.196548
tci2_wsi3.0_chr_1	16000001	16100000	6640	0.117559
tci2_wsi3.0_chr_1	16100001	16200000	7898	0.143961
tci2_wsi3.0_chr_1	16200001	16300000	5116	0.130389
tci2_wsi3.0_chr_1	16300001	16400000	5739	0.13026
tci2_wsi3.0_chr_1	16400001	16500000	4745	0.123101
tci2_wsi3.0_chr_1	16500001	16600000	1527	0.138004
tci2_wsi3.0_chr_1	16600001	16700000	3826	0.12711
tci2_wsi3.0_chr_1	16700001	16800000	3774	0.108221
tci2_wsi3.0_chr_1	16800001	16900000	3811	0.138766
tci2_wsi3.0_chr_1	16900001	17000000	7748	0.145789
tci2_wsi3.0_chr_1	17000001	17100000	6937	0.13395
tci2_wsi3.0_chr_1	17100001	17200000	7693	0.165081
tci2_wsi3.0_chr_1	17200001	17300000	4535	0.107662
tci2_wsi3.0_chr_1	17300001	17400000	6015	0.135558
tci2_wsi3.0_chr_1	17400001	17500000	2682	0.1308
tci2_wsi3.0_chr_1	17500001	17600000	3987	0.101964
tci2_wsi3.0_chr_1	17600001	17700000	8479	0.137066
tci2_wsi3.0_chr_1	17700001	17800000	7304	0.12343
tci2_wsi3.0_chr_1	17800001	17900000	4681	0.127035
tci2_wsi3.0_chr_1	17900001	18000000	4933	0.0945324
tci2_wsi3.0_chr_1	18000001	18100000	6584	0.15131
tci2_wsi3.0_chr_1	18100001	18200000	9971	0.10211
tci2_wsi3.0_chr_1	18200001	18300000	7365	0.115937
tci2_wsi3.0_chr_1	18300001	18400000	7693	0.0927555
tci2_wsi3.0_chr_1	18400001	18500000	9395	0.0905448
tci2_wsi3.0_chr_1	18500001	18600000	8373	0.0776652
tci2_wsi3.0_chr_1	18600001	18700000	3201	0.116568
tci2_wsi3.0_chr_1	18700001	18800000	5593	0.0912216
tci2_wsi3.0_chr_1	18800001	18900000	6515	0.0973639
tci2_wsi3.0_chr_1	18900001	19000000	5268	0.054971
tci2_wsi3.0_chr_1	19000001	19100000	3275	0.103696
tci2_wsi3.0_chr_1	19100001	19200000	2393	0.101444
tci2_wsi3.0_chr_1	19200001	19300000	3609	0.0599423
tci2_wsi3.0_chr_1	19300001	19400000	7403	0.0559406
tci2_wsi3.0_chr_1	19400001	19500000	5662	0.0849653
tci2_wsi3.0_chr_1	19500001	19600000	6937	0.0739353
tci2_wsi3.0_chr_1	19600001	19700000	8275	0.0967153
tci2_wsi3.0_chr_1	19700001	19800000	8679	0.107842
tci2_wsi3.0_chr_1	19800001	19900000	7581	0.0976667
tci2_wsi3.0_chr_1	19900001	20000000	5723	0.095134
tci2_wsi3.0_chr_1	20000001	20100000	8315	0.0958079
tci2_wsi3.0_chr_1	20100001	20200000	4898	0.139145
tci2_wsi3.0_chr_1	20200001	20300000	5190	0.111126
tci2_wsi3.0_chr_1	20300001	20400000	4466	0.0932405
tci2_wsi3.0_chr_1	20400001	20500000	2079	0.0761646
tci2_wsi3.0_chr_1	20500001	20600000	4161	0.10183
tci2_wsi3.0_chr_1	20600001	20700000	4865	0.157993
tci2_wsi3.0_chr_1	20700001	20800000	7406	0.0901786
tci2_wsi3.0_chr_1	20800001	20900000	5786	0.0966952
tci2_wsi3.0_chr_1	20900001	21000000	5472	0.106151
tci2_wsi3.0_chr_1	21000001	21100000	4811	0.0941026
tci2_wsi3.0_chr_1	21100001	21200000	8136	0.0888045
tci2_wsi3.0_chr_1	21200001	21300000	4575	0.118753
tci2_wsi3.0_chr_1	21300001	21400000	5817	0.113456
tci2_wsi3.0_chr_1	21400001	21500000	2976	0.194694
tci2_wsi3.0_chr_1	21500001	21600000	3677	0.0946191
tci2_wsi3.0_chr_1	21600001	21700000	7043	0.093192
tci2_wsi3.0_chr_1	21700001	21800000	6402	0.0981396
tci2_wsi3.0_chr_1	21800001	21900000	3810	0.146556
tci2_wsi3.0_chr_1	21900001	22000000	9017	0.134878
tci2_wsi3.0_chr_1	22000001	22100000	6016	0.142077
tci2_wsi3.0_chr_1	22100001	22200000	3915	0.0966844
tci2_wsi3.0_chr_1	22200001	22300000	5933	0.11422
tci2_wsi3.0_chr_1	22300001	22400000	7309	0.0984166
tci2_wsi3.0_chr_1	22400001	22500000	4970	0.0970465
tci2_wsi3.0_chr_1	22500001	22600000	6614	0.125031
tci2_wsi3.0_chr_1	22600001	22700000	8806	0.120952
tci2_wsi3.0_chr_1	22700001	22800000	6692	0.0910588
tci2_wsi3.0_chr_1	22800001	22900000	7196	0.0940108
tci2_wsi3.0_chr_1	22900001	23000000	8866	0.0989909
tci2_wsi3.0_chr_1	23000001	23100000	4714	0.161027
tci2_wsi3.0_chr_1	23100001	23200000	3835	0.198192
tci2_wsi3.0_chr_1	23200001	23300000	6521	0.17013
tci2_wsi3.0_chr_1	23300001	23400000	6217	0.097254
tci2_wsi3.0_chr_1	23400001	23500000	7720	0.0832813
tci2_wsi3.0_chr_1	23500001	23600000	5730	0.122904
tci2_wsi3.0_chr_1	23600001	23700000	4463	0.0786021
tci2_wsi3.0_chr_1	23700001	23800000	4702	0.0652856
tci2_wsi3.0_chr_1	23800001	23900000	5366	0.0863629
tci2_wsi3.0_chr_1	23900001	24000000	8301	0.0928799
tci2_wsi3.0_chr_1	24000001	24100000	5842	0.104767
tci2_wsi3.0_chr_1	24100001	24200000	6019	0.108393
tci2_wsi3.0_chr_1	24200001	24300000	4729	0.0799667
tci2_wsi3.0_chr_1	24300001	24400000	7127	0.066768
tci2_wsi3.0_chr_1	24400001	24500000	5305	0.0426291
tci2_wsi3.0_chr_1	24500001	24600000	5370	0.0560844
tci2_wsi3.0_chr_1	24600001	24700000	5154	0.0550179
tci2_wsi3.0_chr_1	24700001	24800000	3522	0.0452977
tci2_wsi3.0_chr_1	24800001	24900000	4111	0.0439085
tci2_wsi3.0_chr_1	24900001	25000000	6339	0.102701
tci2_wsi3.0_chr_1	25000001	25100000	7062	0.0831171
tci2_wsi3.0_chr_1	25100001	25200000	6707	0.0738681
tci2_wsi3.0_chr_1	25200001	25300000	5321	0.106169
tci2_wsi3.0_chr_1	25300001	25400000	6941	0.0772714
tci2_wsi3.0_chr_1	25400001	25500000	7359	0.100262
tci2_wsi3.0_chr_1	25500001	25600000	6799	0.0776159
tci2_wsi3.0_chr_1	25600001	25700000	6558	0.0869552
tci2_wsi3.0_chr_1	25700001	25800000	7720	0.0861413
tci2_wsi3.0_chr_1	25800001	25900000	5903	0.067881
tci2_wsi3.0_chr_1	25900001	26000000	6176	0.103372
tci2_wsi3.0_chr_1	26000001	26100000	6488	0.0788063
tci2_wsi3.0_chr_1	26100001	26200000	6178	0.149532
tci2_wsi3.0_chr_1	26200001	26300000	7617	0.118586
tci2_wsi3.0_chr_1	26300001	26400000	7302	0.0576491
tci2_wsi3.0_chr_1	26400001	26500000	6768	0.0792176
tci2_wsi3.0_chr_1	26500001	26600000	8320	0.0732557
tci2_wsi3.0_chr_1	26600001	26700000	5575	0.068174
tci2_wsi3.0_chr_1	26700001	26800000	3413	0.132068
tci2_wsi3.0_chr_1	26800001	26900000	4708	0.114465
tci2_wsi3.0_chr_1	26900001	27000000	7629	0.116399
tci2_wsi3.0_chr_1	27000001	27100000	5142	0.121218
tci2_wsi3.0_chr_1	27100001	27200000	5863	0.0916853
tci2_wsi3.0_chr_1	27200001	27300000	5229	0.105
tci2_wsi3.0_chr_1	27300001	27400000	7118	0.0953203
tci2_wsi3.0_chr_1	27400001	27500000	6058	0.0861333
tci2_wsi3.0_chr_1	27500001	27600000	3020	0.0331918
tci2_wsi3.0_chr_1	27600001	27700000	6762	0.111696
tci2_wsi3.0_chr_1	27700001	27800000	5368	0.0988972
tci2_wsi3.0_chr_1	27800001	27900000	5722	0.0777752
tci2_wsi3.0_chr_1	27900001	28000000	3967	0.100607
tci2_wsi3.0_chr_1	28000001	28100000	6178	0.0667513
tci2_wsi3.0_chr_1	28100001	28200000	7116	0.0834145
tci2_wsi3.0_chr_1	28200001	28300000	6831	0.0785482
tci2_wsi3.0_chr_1	28300001	28400000	6348	0.0851535
tci2_wsi3.0_chr_1	28400001	28500000	7607	0.0834034
tci2_wsi3.0_chr_1	28500001	28600000	4670	0.0908005
tci2_wsi3.0_chr_1	28600001	28700000	8868	0.0973079
tci2_wsi3.0_chr_1	28700001	28800000	7295	0.0873639
tci2_wsi3.0_chr_1	28800001	28900000	6297	0.118377
tci2_wsi3.0_chr_1	28900001	29000000	4817	0.125932
tci2_wsi3.0_chr_1	29000001	29100000	6684	0.117962
tci2_wsi3.0_chr_1	29100001	29200000	4998	0.131233
tci2_wsi3.0_chr_1	29200001	29300000	6193	0.158596
tci2_wsi3.0_chr_1	29300001	29400000	6139	0.0828333
tci2_wsi3.0_chr_1	29400001	29500000	3582	0.04376
tci2_wsi3.0_chr_1	29500001	29600000	5720	0.106723
tci2_wsi3.0_chr_1	29600001	29700000	7734	0.168576
tci2_wsi3.0_chr_1	29700001	29800000	8913	0.164153
tci2_wsi3.0_chr_1	29800001	29900000	7097	0.183096
tci2_wsi3.0_chr_1	29900001	30000000	6840	0.105558
tci2_wsi3.0_chr_1	30000001	30100000	8794	0.177035
tci2_wsi3.0_chr_1	30100001	30200000	7493	0.146708
tci2_wsi3.0_chr_1	30200001	30300000	8573	0.144388
tci2_wsi3.0_chr_1	30300001	30400000	6714	0.158515
tci2_wsi3.0_chr_1	30400001	30500000	8122	0.131938
tci2_wsi3.0_chr_1	30500001	30600000	1950	0.119926
tci2_wsi3.0_chr_1	30600001	30700000	3097	0.129768
tci2_wsi3.0_chr_1	30700001	30800000	6363	0.0984918
tci2_wsi3.0_chr_1	30800001	30900000	5214	0.194944
tci2_wsi3.0_chr_1	30900001	31000000	6038	0.166688
tci2_wsi3.0_chr_1	31000001	31100000	7979	0.126978
tci2_wsi3.0_chr_1	31100001	31200000	7530	0.123933
tci2_wsi3.0_chr_1	31200001	31300000	8666	0.137013
tci2_wsi3.0_chr_1	31300001	31400000	7697	0.144479
tci2_wsi3.0_chr_1	31400001	31500000	5489	0.131179
tci2_wsi3.0_chr_1	31500001	31600000	4570	0.105611
tci2_wsi3.0_chr_1	31600001	31700000	3611	0.140477
tci2_wsi3.0_chr_1	31700001	31800000	5451	0.101604
tci2_wsi3.0_chr_1	31800001	31900000	4718	0.0385387
tci2_wsi3.0_chr_1	31900001	32000000	4085	0.0478242
tci2_wsi3.0_chr_1	32000001	32100000	4643	0.095559
tci2_wsi3.0_chr_1	32100001	32200000	5015	0.102383
tci2_wsi3.0_chr_1	32200001	32300000	5666	0.183906
tci2_wsi3.0_chr_1	32300001	32400000	6057	0.204636
tci2_wsi3.0_chr_1	32400001	32500000	6262	0.123022
tci2_wsi3.0_chr_1	32500001	32600000	4182	0.211779
tci2_wsi3.0_chr_1	32600001	32700000	4971	0.132915
tci2_wsi3.0_chr_1	32700001	32800000	5841	0.116079
tci2_wsi3.0_chr_1	32800001	32900000	7884	0.204298
tci2_wsi3.0_chr_1	32900001	33000000	5003	0.140014
tci2_wsi3.0_chr_1	33000001	33100000	7393	0.133744
tci2_wsi3.0_chr_1	33100001	33200000	7168	0.18725
tci2_wsi3.0_chr_1	33200001	33300000	6549	0.18975
tci2_wsi3.0_chr_1	33300001	33400000	7171	0.160417
tci2_wsi3.0_chr_1	33400001	33500000	4256	0.137596
tci2_wsi3.0_chr_1	33500001	33600000	3382	0.0865798
tci2_wsi3.0_chr_1	33600001	33700000	2966	0.1874
tci2_wsi3.0_chr_1	33700001	33800000	8192	0.166346
tci2_wsi3.0_chr_1	33800001	33900000	5236	0.2233
tci2_wsi3.0_chr_1	33900001	34000000	5129	0.28856
tci2_wsi3.0_chr_1	34000001	34100000	6498	0.188099
tci2_wsi3.0_chr_1	34100001	34200000	6271	0.182698
tci2_wsi3.0_chr_1	34200001	34300000	3385	0.154364
tci2_wsi3.0_chr_1	34300001	34400000	4391	0.178738
tci2_wsi3.0_chr_1	34400001	34500000	6952	0.11288
tci2_wsi3.0_chr_1	34500001	34600000	8953	0.135594
tci2_wsi3.0_chr_1	34600001	34700000	6515	0.194535
tci2_wsi3.0_chr_1	34700001	34800000	5206	0.0948305
tci2_wsi3.0_chr_1	34800001	34900000	4352	0.119919
tci2_wsi3.0_chr_1	34900001	35000000	3453	0.0969334
tci2_wsi3.0_chr_1	35000001	35100000	4381	0.097099
tci2_wsi3.0_chr_1	35100001	35200000	3081	0.191192
tci2_wsi3.0_chr_1	35200001	35300000	2675	0.0918039
tci2_wsi3.0_chr_1	35300001	35400000	4171	0.0770843
tci2_wsi3.0_chr_1	35400001	35500000	2789	0.115446
tci2_wsi3.0_chr_1	35500001	35600000	7048	0.267898
tci2_wsi3.0_chr_1	35600001	35700000	6343	0.27102
tci2_wsi3.0_chr_1	35700001	35800000	6769	0.204975
tci2_wsi3.0_chr_1	35800001	35900000	7747	0.229468
tci2_wsi3.0_chr_1	35900001	36000000	7610	0.201694
tci2_wsi3.0_chr_1	36000001	36100000	4679	0.238619
tci2_wsi3.0_chr_1	36100001	36200000	4894	0.373758
tci2_wsi3.0_chr_1	36200001	36300000	8726	0.190728
tci2_wsi3.0_chr_1	36300001	36400000	7859	0.181031
tci2_wsi3.0_chr_1	36400001	36500000	9958	0.20108
tci2_wsi3.0_chr_1	36500001	36600000	7407	0.2122
tci2_wsi3.0_chr_1	36600001	36700000	7716	0.189412
tci2_wsi3.0_chr_1	36700001	36800000	8310	0.217385
tci2_wsi3.0_chr_1	36800001	36900000	7214	0.289915
tci2_wsi3.0_chr_1	36900001	37000000	4764	0.238638
tci2_wsi3.0_chr_1	37000001	37100000	5835	0.169117
tci2_wsi3.0_chr_1	37100001	37200000	7887	0.209322
tci2_wsi3.0_chr_1	37200001	37300000	8667	0.150737
tci2_wsi3.0_chr_1	37300001	37400000	4272	0.123067
tci2_wsi3.0_chr_1	37400001	37500000	4059	0.0969738
tci2_wsi3.0_chr_1	37500001	37600000	4272	0.0941565
tci2_wsi3.0_chr_1	37600001	37700000	5044	0.160957
tci2_wsi3.0_chr_1	37700001	37800000	7210	0.172974
tci2_wsi3.0_chr_1	37800001	37900000	3420	0.166518
tci2_wsi3.0_chr_1	37900001	38000000	2220	0.1986
tci2_wsi3.0_chr_1	38000001	38100000	5086	0.201702
tci2_wsi3.0_chr_1	38100001	38200000	5691	0.198654
tci2_wsi3.0_chr_1	38200001	38300000	9513	0.219821
tci2_wsi3.0_chr_1	38300001	38400000	5168	0.163553
tci2_wsi3.0_chr_1	38400001	38500000	4767	0.196975
tci2_wsi3.0_chr_1	38500001	38600000	7555	0.212406
tci2_wsi3.0_chr_1	38600001	38700000	6819	0.22217
tci2_wsi3.0_chr_1	38700001	38800000	5498	0.231492
tci2_wsi3.0_chr_1	38800001	38900000	7932	0.168138
tci2_wsi3.0_chr_1	38900001	39000000	9179	0.178836
tci2_wsi3.0_chr_1	39000001	39100000	5994	0.214659
tci2_wsi3.0_chr_1	39100001	39200000	6418	0.189763
tci2_wsi3.0_chr_1	39200001	39300000	7154	0.207383
tci2_wsi3.0_chr_1	39300001	39400000	3795	0.193881
tci2_wsi3.0_chr_1	39400001	39500000	5755	0.171702
tci2_wsi3.0_chr_1	39500001	39600000	8321	0.21175
tci2_wsi3.0_chr_1	39600001	39700000	6852	0.175003
tci2_wsi3.0_chr_1	39700001	39800000	7534	0.196637
tci2_wsi3.0_chr_1	39800001	39900000	6791	0.185927
tci2_wsi3.0_chr_1	39900001	40000000	8808	0.241857
tci2_wsi3.0_chr_1	40000001	40100000	7656	0.222311
tci2_wsi3.0_chr_1	40100001	40200000	4770	0.207729
tci2_wsi3.0_chr_1	40200001	40300000	5977	0.263479
tci2_wsi3.0_chr_1	40300001	40400000	5848	0.142358
tci2_wsi3.0_chr_1	40400001	40500000	9938	0.173402
tci2_wsi3.0_chr_1	40500001	40600000	8692	0.214065
tci2_wsi3.0_chr_1	40600001	40700000	4108	0.276167
tci2_wsi3.0_chr_1	40700001	40800000	5956	0.226273
tci2_wsi3.0_chr_1	40800001	40900000	5599	0.16828
tci2_wsi3.0_chr_1	40900001	41000000	5272	0.14335
tci2_wsi3.0_chr_1	41000001	41100000	4167	0.121622
tci2_wsi3.0_chr_1	41100001	41200000	4691	0.145599
tci2_wsi3.0_chr_1	41200001	41300000	6101	0.137475
tci2_wsi3.0_chr_1	41300001	41400000	6984	0.208746
tci2_wsi3.0_chr_1	41400001	41500000	6983	0.218155
tci2_wsi3.0_chr_1	41500001	41600000	7432	0.229678
tci2_wsi3.0_chr_1	41600001	41700000	6669	0.19594
tci2_wsi3.0_chr_1	41700001	41800000	5873	0.334331
tci2_wsi3.0_chr_1	41800001	41900000	6571	0.280756
tci2_wsi3.0_chr_1	41900001	42000000	6794	0.176614
tci2_wsi3.0_chr_1	42000001	42100000	7025	0.265901
tci2_wsi3.0_chr_1	42100001	42200000	4824	0.0827304
tci2_wsi3.0_chr_1	42200001	42300000	7817	0.327748
tci2_wsi3.0_chr_1	42300001	42400000	5703	0.431094
tci2_wsi3.0_chr_1	42400001	42500000	6424	0.157075
tci2_wsi3.0_chr_1	42500001	42600000	7001	0.133463
tci2_wsi3.0_chr_1	42600001	42700000	6131	0.123133
tci2_wsi3.0_chr_1	42700001	42800000	3580	0.135123
tci2_wsi3.0_chr_1	42800001	42900000	6814	0.123318
tci2_wsi3.0_chr_1	42900001	43000000	4342	0.244331
tci2_wsi3.0_chr_1	43000001	43100000	6347	0.257248
